id	       			                        links
206CC24AD041A6ACD8FB5A12E42A8C7B3A29E0D4A98CB89287B44F8311487EAA            ,           	https://medium.com/
6B9472768C999A9FA0A6584A81BDF98106F4E1991C7F02FC4B151E13E22685E8            ,           	https://medium.com/upgrade?source=upgrade_membership---nav_full
A88F88BFA585B1D7A152D8742835175A713F823B1AE2030A7EC2A4B0F8C80429            ,           	https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40werdna3232%2Fhow-to-use-jsoup-to-scrape-webpages-tutorial-d0a676661b4a&source=--------------------------nav_reg&operation=login
B1F86BDC8DE8B3F9BBE40FCF1E684E96AFA0996678EA8126E2B1E7FC3391E353            ,           	https://medium.com/m/signin?redirect=https%3A%2F%2Fmedium.com%2F%40werdna3232%2Fhow-to-use-jsoup-to-scrape-webpages-tutorial-d0a676661b4a&source=--------------------------nav_reg&operation=register
206CC24AD041A6ACD8FB5A12E42A8C7B3A29E0D4A98CB89287B44F8311487EAA            ,           	https://medium.com/
F51C4EAEB53795B9316A53AFE345AF0E38D69EABC4E7C051079CB0D23F803843            ,           	https://medium.com/@werdna3232?source=post_header_lockup
F51C4EAEB53795B9316A53AFE345AF0E38D69EABC4E7C051079CB0D23F803843            ,           	https://medium.com/@werdna3232?source=post_header_lockup
49FC3C1CAC04214AB7452EB5B6E34CB6AA42728B3D39A9B9AD34C7FE686D7C79            ,           	http://jsoup.org
3A728B4A1F54CBA9E72D4838F74FBD75048E082DBF4F4B6EF53359B8D22D3202            ,           	https://jsoup.org/download
37C9C7B1011BB7DFFB17D64B2E4A3D4D9412AD85075DF5845A9A5F5336188A67            ,           	http://www.zillow.com/denver-co/
6F9CF2968C75A2A4FFE4912B8170DEA0268EA14A9CC5A885C5953F5CBD96EF9C            ,           	https://jsoup.org/cookbook/extracting-data/selector-syntax
BD0FB7A6ADFE4417CCD02606A9D7B8BDDD44C792E9FB1BD95BFA8BAFC81259E6            ,           	http://www.zillow.com/homes/for_sale/Denver-CO
D3C7AB9789DAC338E6563D74AFB76DA81FF5804D60D12D4D69F9167C14E47D24            ,           	https://medium.com/tag/web-development?source=post
68DAACB31529F180F76D209195CAF0DF623413BA4B17EECD13AB6A6280D7BF0B            ,           	https://medium.com/tag/java?source=post
61DCA53187647F1626D9C17227C3155F34823C0E1BE4DF197EE8900495368F2D            ,           	https://medium.com/tag/jsoup?source=post
0FE6771487F451F09F123856FF3EA9EFD67E274CD4B279B5EB6B5A27BD3F2067            ,           	https://medium.com/tag/web?source=post
8801B0F50B01F7BFDB1BCE7E028E23733B51406FE007B502214619DEDB078B1F            ,           	https://medium.com/tag/programming?source=post
4D1C11FDB97A8B17AC7F1BD3106A5E8EA569937B6BF957F748CB4EDF0CABC255            ,           	https://medium.com/@werdna3232?source=footer_card
1453CAEFCB100155A2695F297E7D96FA1A3DFEE7D5265A89203A4B880FD99E93            ,           	https://medium.com/@werdna3232
1453CAEFCB100155A2695F297E7D96FA1A3DFEE7D5265A89203A4B880FD99E93            ,           	https://medium.com/@werdna3232
B02C5954292CA84144DA3C689B4763DD7FCFE6E7DDFEB8A157E8A94D6F69B8AE            ,           	https://medium.com/@Medium/personalize-your-medium-experience-with-users-publications-tags-26a41ab1ee0c#.hx4zuv3mg
      
